"headID","aka","site","year","inPhen","inSeedSet","inStylePersist","reconcileNote"
"17219-bac-2016","ts49","spp",2016,1,1,1,NA
"17219-blu-2016","ts49","spp",2016,1,0,1,NA
"17223-bac-2016","it98","lc",2016,1,0,1,NA
"17244-wht-2016","eg91","spp",2016,1,0,1,NA
"17244-yel-2016","eg91","spp",2016,1,0,1,NA
"17274-grn-2016","cu95","eelr",2016,1,0,1,NA
"17281-yel-2016","ty00","eelr",2016,1,0,1,NA
"17289-wht-2016","af46","spp",2016,1,0,1,NA
"17296-bac-2016","ep70","spp",2016,1,0,1,NA
"17296-red-2016","ep70","spp",2016,1,0,1,NA
"17326-blu-2016","sb29","rrx",2016,1,0,1,NA
"17343-wht-2016","ng73","aa",2016,1,0,1,NA
"17347-blu-2016","sc77","alf",2016,1,0,1,NA
"17400-bac-2016","ij38","spp",2016,1,0,1,NA
"17400-blu-2016","ij38","spp",2016,1,0,1,NA
"17400-clr-2016","ij38","spp",2016,1,0,1,NA
"17400-grn-2016","ij38","spp",2016,1,0,1,NA
"17400-red-2016","ij38","spp",2016,1,1,1,NA
"17400-wht-2016","ij38","spp",2016,1,0,1,NA
"17400-yel-2016","ij38","spp",2016,1,0,1,NA
"17421-wht-2016","wk68","on27",2016,1,0,1,NA
"17423-yel-2016","bd69","on27",2016,1,0,1,NA
"17435-bac-2016","af49","on27",2016,1,0,1,NA
"17437-blu-2016","ba14","on27",2016,1,0,1,NA
"17439-wht-2016","rp00","on27",2016,1,0,1,NA
"17454-bac-2016","gz29","on27",2016,1,0,1,NA
"17465-clr-2016","mi13","on27",2016,1,0,1,NA
"17466-grn-2016","sw66","on27",2016,1,0,1,NA
"17506-blu-2016","sz45","spp",2016,1,0,1,NA
"17506-wht-2016","sz45","spp",2016,1,0,1,NA
"17547-blu-2016","dt21","lc",2016,1,0,1,NA
"1757-red-2016","eq75","alf",2016,1,0,1,NA
"17593-clr-2016","hx33","spp",2016,1,0,1,NA
"17593-red-2016","hx33","spp",2016,1,0,1,NA
"17593-wht-2016","hx33","spp",2016,1,0,1,NA
"17667-bac-2016","xh47","spp",2016,1,0,1,NA
"17667-blu-2016","xh47","spp",2016,1,0,1,NA
"17667-clr-2016","xh47","spp",2016,1,0,1,NA
"17667-grn-2016","xh47","spp",2016,1,0,1,NA
"17667-red-2016","xh47","spp",2016,1,0,1,NA
"17667-wht-2016","xh47","spp",2016,1,0,1,NA
"17667-yel-2016","xh47","spp",2016,1,0,1,NA
"17682-wht-2016","ak00","spp",2016,1,0,1,NA
"18001-red-2016","uk36","sgc",2016,1,0,1,NA
"18004-grn-2016","hp91","eelr",2016,1,0,1,NA
"18004-wht-2016","hp91","eelr",2016,1,0,1,NA
"18009-grn-2016","cj80","nwlf",2016,1,0,1,NA
"18046-red-2016","js84","ri",2016,1,0,1,NA
"18059-bac-2016","if13","lf",2016,1,0,1,NA
"18061-wht-2016","ac67","sgc",2016,1,0,1,NA
"18062-grn-2016","hs46","sgc",2016,1,0,1,NA
"18065-bac-2016","sm11","spp",2016,1,0,1,NA
"18065-clr-2016","sm11","spp",2016,1,0,1,NA
"18090-blu-2016","tj63","lf",2016,1,0,1,NA
"18128-nott-2016","nb65","spp",2016,1,1,1,NA
"18130-wht-2016","gt12","alf",2016,1,0,1,NA
"18140-blu-2016","az13","alf",2016,1,0,1,NA
"18141-wht-2016","cf38","nwlf",2016,1,0,1,NA
"18162-wht-2016","ja82","nwlf",2016,1,0,1,NA
"18165-wht-2016","gn88","alf",2016,1,0,1,NA
"18171-clr-2016","rb18","alf",2016,1,0,1,NA
"18174-grn-2016","eu15","alf",2016,1,0,1,NA
"18175-red-2016","ps65","alf",2016,1,0,1,NA
"18179-bac-2016","hx58","nwlf",2016,1,0,1,NA
"18179-blu-2016","hx58","nwlf",2016,1,0,1,NA
"18179-clr-2016","hx58","nwlf",2016,1,0,1,NA
"18179-grn-2016","hx58","nwlf",2016,1,0,1,NA
"18179-red-2016","hx58","nwlf",2016,1,0,1,NA
"18180-red-2016","sr10","alf",2016,1,0,1,NA
"18268-clr-2016","ds74","yoh",2016,1,0,1,NA
"18268-grn-2016","ds74","yoh",2016,1,0,1,NA
"18279-wht-2016","ju26","lf",2016,1,0,1,NA
"18281-blu-2016","bn14","eri",2016,1,0,1,NA
"18294-yel-2016","sg46","nwlf",2016,1,0,1,NA
"18303-blu-2016","wt88","alf",2016,1,0,1,NA
"18344-blu-2016","fa64","lf",2016,1,0,1,NA
"18344-grn-2016","fa64","lf",2016,1,0,1,NA
"18356-red-2016","yw54","lf",2016,1,0,1,NA
"18362-bac-2016","as94","nwlf",2016,1,0,1,NA
"18362-blu-2016","as94","nwlf",2016,1,0,1,NA
"18362-clr-2016","as94","nwlf",2016,1,0,1,NA
"18362-grn-2016","as94","nwlf",2016,1,0,1,NA
"18362-red-2016","as94","nwlf",2016,1,0,1,NA
"18362-yel-2016","as94","nwlf",2016,1,0,1,NA
"18369-wht-2016","tb44","spp",2016,1,0,1,NA
"18403-wht-2016","ds21","ri",2016,1,1,1,NA
"18409-bac-2016","dr45","sap",2016,1,0,1,NA
"18410-clr-2016","jp16","sap",2016,1,1,1,NA
"18414-wht-2016","dh26","lc",2016,1,1,1,NA
"18419-red-2016","sy25","on27",2016,1,0,1,NA
"18424-red-2016","hn45","rrx",2016,1,1,1,NA
"18489-yel-2016","jc25","sap",2016,1,0,1,NA
"18497-clr-2016","im19","ri",2016,1,0,1,NA
"18515-wht-2016","ka75","nwlf",2016,1,0,1,NA
"18516-bac-2016","ck27","spp",2016,1,0,1,NA
"18516-clr-2016","ck27","spp",2016,1,0,1,NA
"18516-grn-2016","ck27","spp",2016,1,0,1,NA
"18524-grn-2016","is27","eri",2016,1,0,1,NA
"19029-red-2016","uy92","lc",2016,1,0,1,NA
"19046-red-2016","kn75","btg",2016,1,0,1,NA
"1909-clr-2016","rz26","lc",2016,1,0,1,NA
"19099-red-2016","ba77","rrx",2016,1,0,1,NA
"19100-wht-2016","ju50","rrx",2016,1,0,1,NA
"19102-clr-2016","is47","spp",2016,1,0,1,NA
"19120-clr-2016","wd28","on27",2016,1,0,1,NA
"19128-yel-2016","ea07","alf",2016,1,0,1,NA
"19138-red-2016","tk23","lc",2016,1,1,1,NA
"19162-blu-2016","ct15","ri",2016,1,0,1,NA
"19168-red-2016","zu71","spp",2016,1,1,1,NA
"19173-bac-2016","mk66","alf",2016,1,0,1,NA
"19173-yel-2016","mk66","alf",2016,1,0,1,NA
"19175-red-2016","rj70","alf",2016,1,0,1,NA
"19177-clr-2016","mn81","lf",2016,1,1,1,NA
"19204-grn-2016","hh32","spp",2016,1,0,1,NA
"1922-yel-2016","fg17","lf",2016,1,0,1,NA
"19220-blu-2016","nt96","alf",2016,1,0,1,NA
"19223-red-2016","jb24","on27",2016,1,0,1,NA
"19224-bac-2016","gs40","on27",2016,1,0,1,NA
"19225-yel-2016","ng69","on27",2016,1,0,1,NA
"19248-yel-2016","nt60","spp",2016,1,1,1,NA
"19252-clr-2016","aa29","spp",2016,1,0,1,NA
"19252-grn-2016","aa29","spp",2016,1,0,1,NA
"19275-yel-2016","jg51","spp",2016,1,0,1,NA
"19276-red-2016","fs04","spp",2016,1,1,1,NA
"19288-bac-2016","tr17","eri",2016,1,0,1,NA
"19303-clr-2016","ph14","ri",2016,1,1,1,NA
"19306-blu-2016","zp63","ri",2016,1,0,1,NA
"1932-wht-2016","qs21","yoh",2016,1,0,1,NA
"19332-red-2016","km67","aa",2016,1,0,1,NA
"19365-red-2016","ay60","eri",2016,1,0,1,NA
"19365-wht-2016","ay60","eri",2016,1,0,1,NA
"19373-grn-2016","ei69","ri",2016,1,0,1,NA
"19375-wht-2016","ms37","lf",2016,1,0,1,NA
"19377-bac-2016","ig71","on27",2016,1,0,1,NA
"19391-clr-2016","iw73","tower",2016,1,1,1,NA
"19410-blu-2016","dp13","tower",2016,1,1,1,NA
"19430-bac-2016","wf85","lf",2016,1,1,1,NA
"19456-blu-2016","bq62","spp",2016,1,0,1,NA
"19456-yel-2016","bq62","spp",2016,1,0,1,NA
"19461-blu-2016","ay08","lf",2016,1,0,1,NA
"19470-bac-2016","aw10","lf",2016,1,0,1,NA
"19477-clr-2016","er20","ri",2016,1,0,1,NA
"19495-blu-2016","yq66","spp",2016,1,0,1,NA
"19505-clr-2016","bf09","nwlf",2016,1,0,1,NA
"19525-wht-2016","ub01","on27",2016,1,1,1,NA
"19525-yel-2016","ub01","on27",2016,1,0,1,NA
"19529-blu-2016","ec99","sgc",2016,1,0,1,"mowed, aka assigned from 2014"
"19529-red-2016","ec99","sgc",2016,1,0,1,"mowed, aka assigned from 2014"
"19579-wht-2016","bb50","spp",2016,1,0,1,NA
"19583-blu-2016","ue47","nrrx",2016,1,0,1,NA
"19584-bac-2016","xk54","sap",2016,1,1,1,NA
"19584-blu-2016","xk54","sap",2016,1,0,1,NA
"19584-clr-2016","xk54","sap",2016,1,0,1,NA
"19584-red-2016","xk54","sap",2016,1,0,1,NA
"19584-yel-2016","xk54","sap",2016,1,0,1,NA
"19588-bac-2016","xm12","spp",2016,1,0,1,NA
"19658-blu-2016","ec73","lf",2016,1,0,1,NA
"200-blu-2016","tq58","nwlf",2016,1,0,1,NA
"200-grn-2016","tq58","nwlf",2016,1,0,1,NA
"20008-red-2016","yn16","ngc",2016,1,0,1,NA
"20010-yel-2016","bb32","on27",2016,1,0,1,NA
"20013-blu-2016","ae07","eri",2016,1,0,1,NA
"20013-red-2016","ae07","eri",2016,1,0,1,NA
"20014-yel-2016","ga86","ri",2016,1,1,1,NA
"20024-blu-2016","rt16","spp",2016,1,0,1,NA
"20040-clr-2016","xp08","ri",2016,1,0,1,NA
"20069-bac-2016","mk77","nwlf",2016,1,0,1,NA
"20069-clr-2016","mk77","nwlf",2016,1,0,1,NA
"20076-wht-2016","xi59","rrx",2016,1,1,1,NA
"20081-grn-2016","mr00","on27",2016,1,0,1,NA
"20082-wht-2016","jy70","on27",2016,1,0,1,NA
"20085-bac-2016","fr28","th",2016,1,0,1,NA
"20091-bac-2016","fa80","lc",2016,1,0,1,NA
"20091-clr-2016","fa80","lc",2016,1,0,1,NA
"201-bac-2016","yu44","nwlf",2016,1,0,1,NA
"201-grn-2016","yu44","nwlf",2016,1,0,1,NA
"201-red-2016","yu44","nwlf",2016,1,0,1,NA
"2012-red-2016","kb24","yoh",2016,1,0,1,NA
"20129-wht-2016","hk14","sap",2016,1,0,1,NA
"20136-yel-2016","gs36","spp",2016,1,0,1,NA
"20147-yel-2016","wr90","sap",2016,1,0,1,NA
"20176-wht-2016","nd28","sap",2016,1,1,1,NA
"20209-red-2016","gb23","rrx",2016,1,0,1,NA
"20209-wht-2016","gb23","rrx",2016,1,0,1,NA
"20211-wht-2016","ij12","eelr",2016,1,0,1,NA
"20229-blu-2016","mf19","rrx",2016,1,0,1,NA
"20252-bac-2016","pi52","rrx",2016,1,1,1,NA
"20257-grn-2016","gq03","lf",2016,1,0,1,NA
"20258-bac-2016","kb77","rrx",2016,1,0,1,NA
"20258-blu-2016","kb77","rrx",2016,1,0,1,NA
"20258-clr-2016","kb77","rrx",2016,1,0,1,NA
"20258-red-2016","kb77","rrx",2016,1,0,1,NA
"20258-wht-2016","kb77","rrx",2016,1,0,1,NA
"20258-yel-2016","kb77","rrx",2016,1,0,1,NA
"20263-blu-2016","sx81","on27",2016,1,0,1,NA
"20287-red-2016","dr70","ri",2016,1,0,1,NA
"20288-yel-2016","ma05","lc",2016,1,1,1,NA
"2029-blu-2016","am41","aa",2016,1,0,1,NA
"2029-wht-2016","am41","aa",2016,1,0,1,NA
"20293-blu-2016","ub54","aa",2016,1,0,1,NA
"20371-bac-2016","ss14","wood",2016,1,0,1,NA
"20373-yel-2016","cz16","ri",2016,1,0,1,NA
"20378-wht-2016","yd83","lf",2016,1,0,1,NA
"20380-bac-2016","yr08","aa",2016,1,0,1,NA
"20384-blu-2016","bh11","aa",2016,1,1,1,NA
"20385-bac-2016","ty11","nwlf",2016,1,0,1,NA
"20385-bacwht-2016","ty11","nwlf",2016,1,0,1,NA
"20385-blu-2016","ty11","nwlf",2016,1,0,1,NA
"20385-bluclr-2016","ty11","nwlf",2016,1,0,1,NA
"20385-clr-2016","ty11","nwlf",2016,1,0,1,NA
"20385-grn-2016","ty11","nwlf",2016,1,0,1,NA
"20385-grnred-2016","ty11","nwlf",2016,1,0,1,NA
"20385-red-2016","ty11","nwlf",2016,1,0,1,NA
"20385-wht-2016","ty11","nwlf",2016,1,0,1,NA
"20385-yel-2016","ty11","nwlf",2016,1,0,1,NA
"20388-clr-2016","ip28","alf",2016,1,0,1,NA
"20404-red-2016","jy16","eri",2016,1,0,1,NA
"20414-yel-2016","zz38","ri",2016,1,0,1,NA
"20423-red-2016","gy85","ri",2016,1,1,1,NA
"20423-wht-2016","gy85","ri",2016,1,0,1,NA
"20435-grn-2016","gr81","ri",2016,1,0,1,NA
"20442-blu-2016","fx79","aa",2016,1,0,1,NA
"20474-blu-2016","nx72","on27",2016,1,0,1,NA
"20480-grn-2016","uc94","spp",2016,1,0,1,NA
"20480-yel-2016","uc94","spp",2016,1,0,1,NA
"20481-bac-2016","nx68","ri",2016,1,0,1,NA
"20481-yel-2016","nx68","ri",2016,1,1,1,NA
"20486-red-2016","cm73","ri",2016,1,0,1,NA
"20489-clr-2016","mw45","ri",2016,1,0,1,NA
"20490-blu-2016","fn52","ri",2016,1,0,1,NA
"20496-bac-2016","yg94","sap",2016,1,0,1,NA
"20535-grn-2016","ss67","yoh",2016,1,0,1,NA
"20536-grn-2016","dp00","yoh",2016,1,0,1,NA
"20537-bac-2016","uh23","yoh",2016,1,0,1,NA
"20559-wht-2016","dy06","ri",2016,1,0,1,NA
"20579-bac-2016","rr91","lc",2016,1,0,1,NA
"20579-blu-2016","rr91","lc",2016,1,0,1,NA
"20581-bac-2016","xx77","spp",2016,1,0,1,NA
"20581-clr-2016","xx77","spp",2016,1,0,1,NA
"20581-grn-2016","xx77","spp",2016,1,1,1,NA
"20581-wht-2016","xx77","spp",2016,1,0,1,NA
"20581-yel-2016","xx77","spp",2016,1,0,1,NA
"20582-bac-2016","xm48","spp",2016,1,0,1,NA
"20584-bac-2016","nk52","lc",2016,1,0,1,NA
"20595-red-2016","xe13","yoh",2016,1,0,1,NA
"20598-grn-2016","ks36","aa",2016,1,0,1,NA
"20621-blu-2016","md02","lc",2016,1,0,1,NA
"20662-wht-2016","xs73","spp",2016,1,0,1,NA
"20674-bac-2016","pa83","alf",2016,1,0,1,NA
"20681-bac-2016","bb28","spp",2016,1,0,1,NA
"20681-red-2016","bb28","spp",2016,1,0,1,NA
"20681-wht-2016","bb28","spp",2016,1,0,1,NA
"20681-yel-2016","bb28","spp",2016,1,0,1,NA
"20697-blu-2016","bs87","ri",2016,1,1,1,NA
"20697-red-2016","bs87","ri",2016,1,0,1,NA
"207-red-2016","ik09","nwlf",2016,1,0,1,NA
"20702-grn-2016","rx21","spp",2016,1,0,1,NA
"20702-red-2016","rx21","spp",2016,1,0,1,NA
"20703-clr-2016","kc24","spp",2016,1,0,1,NA
"20704-bac-2016","pt19","eelr",2016,1,0,1,NA
"20704-grn-2016","pt19","eelr",2016,1,0,1,NA
"20704-red-2016","pt19","eelr",2016,1,0,1,NA
"20704-wht-2016","pt19","eelr",2016,1,0,1,NA
"20704-yel-2016","pt19","eelr",2016,1,0,1,NA
"20706-bac-2016","rg35","rrx",2016,1,0,1,NA
"20706-blu-2016","rg35","rrx",2016,1,0,1,NA
"20706-red-2016","rg35","rrx",2016,1,0,1,NA
"20706-wht-2016","rg35","rrx",2016,1,0,1,NA
"2071-red-2016","mz46","nwlf",2016,1,0,1,NA
"20722-bac-2016","cq04","aa",2016,1,0,1,NA
"20733-blu-2016","in32","alf",2016,1,0,1,NA
"20738-bac-2016","cr53","lc",2016,1,0,1,NA
"20750-bac-2016","nb48","nwlf",2016,1,0,1,NA
"20750-clr-2016","nb48","nwlf",2016,1,0,1,NA
"20750-red-2016","nb48","nwlf",2016,1,0,1,NA
"20755-bac-2016","kx09","ri",2016,1,0,1,NA
"20755-blu-2016","kx09","ri",2016,1,0,1,NA
"20755-red-2016","kx09","ri",2016,1,0,1,NA
"20755-yel-2016","kx09","ri",2016,1,0,1,NA
"20781-yel-2016","fh98","ri",2016,1,0,1,NA
"20788-blu-2016","we35","spp",2016,1,0,1,NA
"20810-red-2016","wm05","ness",2016,1,0,1,NA
"20836-clr-2016","if88","lf",2016,1,0,1,NA
"20838-blu-2016","yg39","on27",2016,1,1,1,NA
"20840-bac-2016","yw93","spp",2016,1,0,1,NA
"20840-blu-2016","yw93","spp",2016,1,0,1,NA
"20840-grn-2016","yw93","spp",2016,1,0,1,NA
"20843-yel-2016","hj63","lc",2016,1,0,1,NA
"20864-blu-2016","fj63","spp",2016,1,1,1,NA
"2091-yel-2016","dm48","yoh",2016,1,0,1,NA
"21001-red-2016","fw53","lf",2016,1,0,1,NA
"21003-blu-2016","ec88","ri",2016,1,0,1,NA
"21004-clr-2016","ug67","lf",2016,1,0,1,NA
"21005-bac-2016","yw77","lf",2016,1,0,1,NA
"21006-red-2016","jd13","lf",2016,1,0,1,NA
"21007-clr-2016","yn39","lf",2016,1,0,1,NA
"21008-yel-2016","ej95","lc",2016,1,0,1,NA
"21010-yel-2016","zm39","wood",2016,1,0,1,NA
"21011-grn-2016","dg88","lf",2016,1,0,1,NA
"21011-wht-2016","dg88","lf",2016,1,0,1,NA
"21013-red-2016","iy43","ri",2016,1,0,1,NA
"21014-bac-2016","qn71","lc",2016,1,0,1,NA
"21015-bac-2016","fr78","lc",2016,1,0,1,NA
"21016-yel-2016","hh79","lc",2016,1,1,1,NA
"21017-yel-2016","db82","lc",2016,1,0,1,NA
"21018-red-2016","pq49","lc",2016,1,0,1,NA
"21019-wht-2016","pf62","lc",2016,1,0,1,NA
"21020-blu-2016","mm76","lc",2016,1,0,1,NA
"21021-blu-2016","ph01","lc",2016,1,0,1,NA
"21022-bac-2016","ms77","lc",2016,1,0,1,NA
"21023-clr-2016","ck19","eri",2016,1,0,1,NA
"21024-red-2016","kf91","ri",2016,1,0,1,NA
"21025-grn-2016","yq52","ri",2016,1,0,1,NA
"21026-bac-2016","fx25","ri",2016,1,0,1,NA
"21026-wht-2016","fx25","ri",2016,1,0,1,NA
"21027-yel-2016","hc63","lc",2016,1,0,1,NA
"21028-bac-2016","xm54","lc",2016,1,0,1,NA
"21029-red-2016","qu81","alf",2016,1,1,1,NA
"21030-wht-2016","bn67","lf",2016,1,0,1,NA
"21032-clr-2016","by91","eelr",2016,1,1,1,NA
"21033-bac-2016","ej03","ri",2016,1,0,1,NA
"21033-blu-2016","ej03","ri",2016,1,0,1,NA
"21033-grn-2016","ej03","ri",2016,1,0,1,NA
"21033-yel-2016","ej03","ri",2016,1,0,1,NA
"21034-wht-2016","ek70","rrx",2016,1,0,1,NA
"21035-grn-2016","pt89","rrx",2016,1,0,1,NA
"21036-blu-2016","pn31","yoh",2016,1,0,1,NA
"21037-yel-2016","dd30","ri",2016,1,0,1,NA
"21038-blu-2016","ig59","lf",2016,1,0,1,NA
"21039-yel-2016","ah65","ri",2016,1,0,1,NA
"21040-bluwht-2016","jq36","sap",2016,1,1,1,NA
"21041-grn-2016","dh67","ri",2016,1,0,1,NA
"21041-red-2016","dh67","ri",2016,1,0,1,NA
"21041-wht-2016","dh67","ri",2016,1,0,1,NA
"21042-blu-2016","aa85","ri",2016,1,0,1,NA
"21043-blu-2016","nq58","ri",2016,1,0,1,NA
"21044-wht-2016","ud88","lf",2016,1,0,1,NA
"21045-clr-2016","cx35","ri",2016,1,0,1,NA
"21047-bac-2016","nk93","nrrx",2016,1,1,1,NA
"21048-grn-2016","ga85","eri",2016,1,1,1,NA
"21052-bac-2016","jh23","alf",2016,1,0,1,NA
"21053-blu-2016","dt15","spp",2016,1,0,1,NA
"21053-wht-2016","dt15","spp",2016,1,0,1,NA
"21054-bac-2016","ey62","sap",2016,1,0,1,NA
"21054-wht-2016","ey62","sap",2016,1,1,1,NA
"21057-blu-2016","qx43","lc",2016,1,0,1,NA
"21057-clr-2016","qx43","lc",2016,1,0,1,NA
"21057-grn-2016","qx43","lc",2016,1,0,1,NA
"21057-wht-2016","qx43","lc",2016,1,0,1,NA
"21058-bac-2016","iw71","rrx",2016,1,0,1,NA
"21058-yel-2016","iw71","rrx",2016,1,0,1,NA
"21062-red-2016","ik62","yoh",2016,1,0,1,NA
"21063-yel-2016","jd17","rrx",2016,1,0,1,NA
"21069-yel-2016","bz85","eri",2016,1,0,1,NA
"21072-clr-2016","yn54","on27",2016,1,0,1,NA
"21073-bac-2016","uz90","aa",2016,1,0,1,NA
"21074-bac-2016","hq40","ri",2016,1,0,1,NA
"21075-wht-2016","jg87","ri",2016,1,0,1,NA
"21076-bac-2016","dr11","eri",2016,1,0,1,NA
"21076-grn-2016","dr11","eri",2016,1,0,1,NA
"21076-red-2016","dr11","eri",2016,1,0,1,NA
"21076-yel-2016","dr11","eri",2016,1,0,1,NA
"21078-blu-2016","cj83","eri",2016,1,0,1,NA
"21079-clr-2016","cs96","eri",2016,1,0,1,NA
"21080-grn-2016","bd39","spp",2016,1,0,1,NA
"21081-blu-2016","eq08","lf",2016,1,0,1,NA
"21082-grn-2016","an47","lf",2016,1,0,1,NA
"21084-bac-2016","iq33","kj",2016,1,0,1,NA
"21085-yel-2016","pc25","lf",2016,1,0,1,NA
"21087-clr-2016","as41","lf",2016,1,0,1,NA
"21089-grn-2016","xh37","lc",2016,1,0,1,NA
"21094-grn-2016","gq24","lf",2016,1,0,1,NA
"21095-wht-2016","xm84","lc",2016,1,0,1,NA
"21096-bac-2016","tz02","lc",2016,1,1,1,NA
"21097-wht-2016","dz42","lf",2016,1,0,1,NA
"21101-bac-2016",NA,"eri",2016,1,0,1,"mowed before surveyed in 2016"
"21102-grn-2016","kc01","lc",2016,1,0,1,NA
"21102-red-2016","kc01","lc",2016,1,0,1,NA
"21102-yel-2016","kc01","lc",2016,1,0,1,NA
"21104-grn-2016","ey81","eri",2016,1,1,1,NA
"21105-bac-2016","fk30","eelr",2016,1,0,1,NA
"21106-grn-2016","qk54","lf",2016,1,1,1,NA
"21107-red-2016","rm88","lf",2016,1,0,1,NA
"21108-wht-2016","hg14","lf",2016,1,0,1,NA
"21109-yel-2016","dt00","lf",2016,1,1,1,NA
"21111-bac-2016","cr09","nwlf",2016,1,0,1,NA
"21112-yel-2016","fx04","lf",2016,1,0,1,NA
"21113-bac-2016","yc53","lf",2016,1,0,1,NA
"21114-clr-2016","pu94","aa",2016,1,0,1,NA
"21115-yel-2016","qr24","aa",2016,1,0,1,NA
"21116-clr-2016","if75","aa",2016,1,1,1,NA
"21117-blu-2016","si21","nrrx",2016,1,0,1,NA
"21118-blu-2016","bf62","eri",2016,1,1,1,NA
"21119-wht-2016","ba41","eri",2016,1,1,1,NA
"21125-clr-2016","gj35","tplot",2016,1,0,1,NA
"21126-grn-2016","du12","lc",2016,1,1,1,NA
"21127-grn-2016","ug84","tplot",2016,1,0,1,NA
"21128-clr-2016","mj99","spp",2016,1,0,1,NA
"21128-grn-2016","mj99","spp",2016,1,0,1,NA
"21129-yel-2016","yx79","th",2016,1,1,1,NA
"21130-blu-2016","pt00","spp",2016,1,0,1,NA
"21131-yel-2016","fg68","lf",2016,1,1,1,NA
"21132-red-2016","ub48","lf",2016,1,0,1,NA
"21133-wht-2016","fs63","on27",2016,1,0,1,NA
"21134-grn-2016","qm13","lf",2016,1,0,1,NA
"21135-clr-2016","bb54","ngc",2016,1,1,1,NA
"21136-clr-2016","dz63","eelr",2016,1,0,1,NA
"21137-bac-2016","yu25","yoh",2016,1,0,1,NA
"21138-bac-2016","af37","rrx",2016,1,0,1,NA
"21139-wht-2016","cw18","lf",2016,1,0,1,NA
"21140-grn-2016","jn40","ri",2016,1,0,1,NA
"21141-bac-2016","ww27","lf",2016,1,0,1,NA
"21146-red-2016","qq76","lf",2016,1,0,1,NA
"21149-clr-2016","nj35","lf",2016,1,0,1,NA
"21151-red-2016","ah88","lf",2016,1,0,1,NA
"21153-wht-2016","mc25","lf",2016,1,0,1,NA
"21154-grn-2016","ga36","lf",2016,1,0,1,NA
"21155-blu-2016","cx39","lf",2016,1,0,1,NA
"21157-wht-2016","za81","lf",2016,1,0,1,NA
"21160-clr-2016","ew63","lf",2016,1,0,1,NA
"21161-wht-2016","yg63","aa",2016,1,0,1,NA
"21163-grn-2016","pn87","lf",2016,1,0,1,NA
"21164-bac-2016","eu46","ri",2016,1,0,1,NA
"21164-red-2016","eu46","ri",2016,1,0,1,NA
"21165-wht-2016","ue84","lc",2016,1,0,1,NA
"21166-red-2016","ck11","spp",2016,1,0,1,NA
"21166-wht-2016","ck11","spp",2016,1,0,1,NA
"21167-blu-2016","hq61","aa",2016,1,0,1,NA
"21168-wht-2016","jk36","aa",2016,1,0,1,NA
"21172-red-2016","ut38","eri",2016,1,1,1,NA
"21173-red-2016","ws00","yoh",2016,1,0,1,NA
"21175-bac-2016","eq11","eri",2016,1,0,1,NA
"21176-redwht-2016","bt12","eri",2016,1,0,1,NA
"21177-grn-2016","kh88","eri",2016,1,0,1,NA
"21181-clr-2016","pk37","eri",2016,1,0,1,NA
"21183-blu-2016","gb71","yoh",2016,1,0,1,NA
"21184-yel-2016","kn17","eelr",2016,1,0,1,NA
"21185-blu-2016","ap59","alf",2016,1,0,1,NA
"21186-bac-2016","ig13","eelr",2016,1,0,1,NA
"21187-red-2016","em38","eelr",2016,1,0,1,NA
"21188-blu-2016","nr16","lf",2016,1,0,1,NA
"21189-clr-2016","ma12","rrxdc",2016,1,0,1,NA
"21190-wht-2016","qp09","yoh",2016,1,0,1,NA
"21191-clr-2016","rm86","on27",2016,1,0,1,NA
"21192-blu-2016","fd16","on27",2016,1,0,1,NA
"21192-red-2016","fd16","on27",2016,1,0,1,NA
"21193-blu-2016","sp91","yoh",2016,1,0,1,NA
"21194-grn-2016","td51","yoh",2016,1,0,1,NA
"21195-wht-2016","kk94","gc",2016,1,1,1,NA
"21196-yel-2016","nk31","rrx",2016,1,0,1,NA
"21197-wht-2016","eg24","on27",2016,1,0,1,NA
"21198-grn-2016","bf08","yoh",2016,1,0,1,NA
"21201-wht-2016","cz49","ri",2016,1,0,1,NA
"21202-clr-2016","ns39","lf",2016,1,0,1,NA
"21203-grn-2016","ba30","aa",2016,1,0,1,NA
"21204-yel-2016","yc50","gc",2016,1,1,1,NA
"21205-bac-2016","nz50","ri",2016,1,0,1,NA
"21205-blu-2016","nz50","ri",2016,1,0,1,NA
"21205-clr-2016","nz50","ri",2016,1,0,1,NA
"21205-grn-2016","nz50","ri",2016,1,0,1,NA
"21205-red-2016","nz50","ri",2016,1,0,1,NA
"21205-yel-2016","nz50","ri",2016,1,0,1,NA
"21206-bac-2016","jt86","ri",2016,1,0,1,NA
"21206-wht-2016","jt86","ri",2016,1,0,1,NA
"21208-bac-2016","ep08","ri",2016,1,0,1,NA
"21208-grn-2016","ep08","ri",2016,1,0,1,NA
"21208-red-2016","ep08","ri",2016,1,0,1,NA
"21208-wht-2016","ep08","ri",2016,1,0,1,NA
"21208-yel-2016","ep08","ri",2016,1,0,1,NA
"21209-yel-2016","fj04","ri",2016,1,0,1,NA
"21213-bac-2016","hk99","ri",2016,1,0,1,NA
"21214-blu-2016","mj43","lf",2016,1,0,1,NA
"21215-bac-2016","ar87","lf",2016,1,0,1,NA
"21216-wht-2016","fr10","rrx",2016,1,0,1,NA
"21217-bac-2016","mc16","lc",2016,1,0,1,NA
"21218-wht-2016","by65","lc",2016,1,0,1,NA
"21219-yel-2016","ux98","nwlf",2016,1,0,1,NA
"21220-clr-2016","dz34","lc",2016,1,0,1,NA
