"headID","aka","site","year","inPhen","inSeedSet","inStylePersist","reconcileNote"
"12005-bac-2007","ih97","spp",2007,1,1,1,""
"12042-yel-2007","pr03","spp",2007,1,1,1,""
"12023-red-2007","mf83","spp",2007,1,1,1,""
"12070-wht-2007","dy33","spp",2007,1,1,1,""
"1014-blu-2007","ps59","spp",2007,1,NA,1,""
"1014-wht-2007","ps59","spp",2007,1,NA,1,""
"1115-bac-2007","fs40","spp",2007,1,NA,1,""
"1123-blu-2007","qc43","spp",2007,1,NA,1,""
"1123-clr-2007","qc43","spp",2007,1,NA,1,""
"1140-red-2007","ti40","spp",2007,1,NA,1,""
"1143-bac-2007","nf92","spp",2007,1,NA,1,""
"1143-bacwht-2007","nf92","spp",2007,1,NA,1,""
"1143-blu-2007","nf92","spp",2007,1,NA,1,""
"1143-clr-2007","nf92","spp",2007,1,NA,1,""
"1143-grn-2007","nf92","spp",2007,1,NA,1,""
"1143-red-2007","nf92","spp",2007,1,NA,1,""
"1143-wht-2007","nf92","spp",2007,1,NA,1,""
"1143-yel-2007","nf92","spp",2007,1,NA,1,""
"1145-bac-2007","dj68","spp",2007,1,NA,1,""
"1145-blu-2007","dj68","spp",2007,1,NA,1,""
"1161-bac-2007","cm30","spp",2007,1,NA,1,""
"1161-blu-2007","cm30","spp",2007,1,NA,1,""
"1161-grn-2007","cm30","spp",2007,1,NA,1,""
"1285-grn-2007","iy65","spp",2007,1,NA,1,""
"1285-wht-2007","iy65","spp",2007,1,NA,1,""
"5626-bac-2007","tk18","spp",2007,1,NA,1,""
"5626-blu-2007","tk18","spp",2007,1,NA,1,""
"5626-clr-2007","tk18","spp",2007,1,NA,1,""
"5626-red-2007","tk18","spp",2007,1,NA,1,""
"5626-wht-2007","tk18","spp",2007,1,NA,1,""
"6143-bac-2007","am44","spp",2007,1,NA,1,""
"6143-blu-2007","am44","spp",2007,1,NA,1,""
"6143-clr-2007","am44","spp",2007,1,NA,1,""
"6143-grn-2007","am44","spp",2007,1,NA,1,""
"6143-red-2007","am44","spp",2007,1,NA,1,""
"6143-wht-2007","am44","spp",2007,1,NA,1,""
"6143-yel-2007","am44","spp",2007,1,NA,1,""
"6147-yel-2007","kp08","spp",2007,1,NA,1,""
"6250-wht-2007","ak87","spp",2007,1,NA,1,""
"6338-bac-2007","nk15","spp",2007,1,NA,1,""
"6338-wht-2007","nk15","spp",2007,1,NA,1,""
"6350-wht-2007","yi73","spp",2007,1,NA,1,""
"12462-blu-2007","rw90","spp",2007,1,NA,1,""
"12462-clr-2007","rw90","spp",2007,1,NA,1,""
"6406-bac-2007","ae71","spp",2007,1,NA,1,""
"6414-bac-2007","em89","spp",2007,1,NA,1,""
"6414-bacwht-2007","em89","spp",2007,1,NA,1,""
"6414-blu-2007","em89","spp",2007,1,NA,1,""
"6414-bluyel-2007","em89","spp",2007,1,NA,1,""
"6414-clr-2007","em89","spp",2007,1,NA,1,""
"6414-grn-2007","em89","spp",2007,1,NA,1,""
"6414-red-2007","em89","spp",2007,1,NA,1,""
"6414-wht-2007","em89","spp",2007,1,NA,1,""
"6414-yel-2007","em89","spp",2007,1,NA,1,""
"6418-blu-2007","dn59","spp",2007,1,NA,1,""
"6418-red-2007","dn59","spp",2007,1,NA,1,""
"6418-wht-2007","dn59","spp",2007,1,NA,1,""
"7393-grn-2007","gy70","spp",2007,1,NA,1,""
"7486-wht-2007","sp72","spp",2007,1,NA,1,""
"7542-bac-2007","np91","spp",2007,1,NA,1,""
"7542-red-2007","np91","spp",2007,1,NA,1,""
"7549-yel-2007","id22","spp",2007,1,NA,1,""
"8367-blu-2007","rc38","spp",2007,1,NA,1,""
"8367-grn-2007","rc38","spp",2007,1,NA,1,""
"8370-yel-2007","fz05","spp",2007,1,NA,1,""
"8385-wht-2007","ew72","spp",2007,1,NA,1,""
"8389-bac-2007","ds41","spp",2007,1,NA,1,""
"8389-blu-2007","ds41","spp",2007,1,NA,1,""
"8389-clr-2007","ds41","spp",2007,1,NA,1,""
"8389-red-2007","ds41","spp",2007,1,NA,1,""
"8389-wht-2007","ds41","spp",2007,1,NA,1,""
"8389-yel-2007","ds41","spp",2007,1,NA,1,""
"8427-red-2007","ug10","spp",2007,1,NA,1,""
"9476-blu-2007","jx03","spp",2007,1,NA,1,""
"9476-clr-2007","jx03","spp",2007,1,NA,1,""
"9476-grn-2007","jx03","spp",2007,1,NA,1,""
"9476-wht-2007","jx03","spp",2007,1,NA,1,""
"9476-yel-2007","jx03","spp",2007,1,NA,1,""
"9532-blu-2007","cm71","spp",2007,1,NA,1,""
"9532-grn-2007","cm71","spp",2007,1,NA,1,""
"9532-red-2007","cm71","spp",2007,1,NA,1,""
"9532-yel-2007","cm71","spp",2007,1,NA,1,""
"9534-blu-2007","gp04","spp",2007,1,NA,1,""
"9534-grn-2007","gp04","spp",2007,1,NA,1,""
"9534-red-2007","gp04","spp",2007,1,NA,1,""
"9534-wht-2007","gp04","spp",2007,1,NA,1,""
"10103-bac-2007","db88","spp",2007,1,NA,1,""
"10103-blu-2007","db88","spp",2007,1,NA,1,""
"10103-grn-2007","db88","spp",2007,1,NA,1,""
"10103-red-2007","db88","spp",2007,1,NA,1,""
"10103-wht-2007","db88","spp",2007,1,NA,1,""
"10103-yel-2007","db88","spp",2007,1,NA,1,""
"10751-clr-2007","eb34","spp",2007,1,NA,1,""
"10908-clr-2007","kf29","spp",2007,1,NA,1,""
"10908-grn-2007","kf29","spp",2007,1,NA,1,""
"10915-bac-2007","hb05","spp",2007,1,NA,1,""
"10915-bacwht-2007","hb05","spp",2007,1,NA,1,""
"10915-blu-2007","hb05","spp",2007,1,NA,1,""
"10915-clr-2007","hb05","spp",2007,1,NA,1,""
"10915-grn-2007","hb05","spp",2007,1,NA,1,""
"10915-red-2007","hb05","spp",2007,1,NA,1,""
"10915-wht-2007","hb05","spp",2007,1,NA,1,""
"10915-yel-2007","hb05","spp",2007,1,NA,1,""
"11655-yel-2007","fj97","spp",2007,1,NA,1,""
"11683-clr-2007","nf51","spp",2007,1,NA,1,""
"11683-grn-2007","nf51","spp",2007,1,NA,1,""
"11683-yel-2007","nf51","spp",2007,1,NA,1,""
"11761-wht-2007","ha12","spp",2007,1,NA,1,""
"11762-blu-2007","cj67","spp",2007,1,NA,1,""
"12006-blu-2007","gh65","spp",2007,1,NA,1,""
"12007-grn-2007","yh51","spp",2007,1,NA,1,""
"12010-wht-2007","fx81","spp",2007,1,NA,1,""
"12011-blu-2007","pm33","spp",2007,1,NA,1,""
"12011-red-2007","pm33","spp",2007,1,NA,1,""
"12011-wht-2007","pm33","spp",2007,1,NA,1,""
"12011-yel-2007","pm33","spp",2007,1,NA,1,""
"12014-bac-2007","bc85","spp",2007,1,NA,1,""
"12014-red-2007","bc85","spp",2007,1,NA,1,""
"12016-wht-2007","zs18","spp",2007,1,NA,1,""
"12017-grn-2007","ss11","spp",2007,1,NA,1,""
"12017-red-2007","ss11","spp",2007,1,NA,1,""
"12017-wht-2007","ss11","spp",2007,1,NA,1,""
"12017-yel-2007","ss11","spp",2007,1,NA,1,""
"12018-bac-2007","rb67","spp",2007,1,NA,1,""
"12018-grn-2007","rb67","spp",2007,1,NA,1,""
"12018-wht-2007","rb67","spp",2007,1,NA,1,""
"12020-grn-2007","pe96","spp",2007,1,NA,1,""
"12025-blu-2007","nz93","spp",2007,1,NA,1,""
"12025-clr-2007","nz93","spp",2007,1,NA,1,""
"12030-grn-2007","fq19","spp",2007,1,NA,1,""
"12032-blu-2007","km27","spp",2007,1,NA,1,""
"12064-red-2007","xp24","spp",2007,1,NA,1,""
"12066-grn-2007","db81","spp",2007,1,NA,1,""
"12066-wht-2007","db81","spp",2007,1,NA,1,""
"12066-yel-2007","db81","spp",2007,1,NA,1,""
"12071-wht-2007","es98","spp",2007,1,NA,1,""
"12075-bac-2007","qr75","spp",2007,1,NA,1,""
"12075-wht-2007","qr75","spp",2007,1,NA,1,""
"12078-red-2007","sf67","spp",2007,1,NA,1,""
"12079-blu-2007","du03","spp",2007,1,NA,1,""
"12080-bac-2007","en18","spp",2007,1,NA,1,""
"12080-blu-2007","en18","spp",2007,1,NA,1,""
"12080-clr-2007","en18","spp",2007,1,NA,1,""
"12080-grn-2007","en18","spp",2007,1,NA,1,""
"12080-wht-2007","en18","spp",2007,1,NA,1,""
"12080-yel-2007","en18","spp",2007,1,NA,1,""
"12102-wht-2007","ra32","spp",2007,1,NA,1,""
"12104-red-2007","tr19","spp",2007,1,NA,1,""
"12105-bac-2007","hs70","spp",2007,1,NA,1,""
"12107-yel-2007","gp73","spp",2007,1,NA,1,""
"12108-bac-2007","ns61","spp",2007,1,NA,1,""
"12109-bac-2007","kg73","spp",2007,1,NA,1,""
"12109-wht-2007","kg73","spp",2007,1,NA,1,""
"12113-clr-2007","ja90","spp",2007,1,NA,1,""
"12137-clr-2007","cm19","spp",2007,1,NA,1,""
"12140-bac-2007","qs57","spp",2007,1,NA,1,""
"12140-blu-2007","qs57","spp",2007,1,NA,1,""
"12140-grn-2007","qs57","spp",2007,1,NA,1,""
"12140-wht-2007","qs57","spp",2007,1,NA,1,""
"10081-bac-2009","ri78","spp",2009,1,1,1,""
"10081-blu-2009","ri78","spp",2009,1,1,1,""
"10081-clr-2009","ri78","spp",2009,1,1,1,""
"10081-grn-2009","ri78","spp",2009,1,1,1,""
"10081-wht-2009","ri78","spp",2009,1,1,1,""
"10081-yel-2009","ri78","spp",2009,1,1,1,""
"10111-bac-2009","fy81","spp",2009,1,NA,1,"deleted duplicate headID caused by 2 first day of flowering dates in sp"
"10111-blu-2009","fy81","spp",2009,1,NA,1,""
"10111-clr-2009","fy81","spp",2009,1,NA,1,""
"10111-red-2009","fy81","spp",2009,1,NA,1,""
"10111-yel-2009","fy81","spp",2009,1,NA,1,""
"10115-bac-2009","ah99","spp",2009,1,NA,1,""
"10115-blu-2009","ah99","spp",2009,1,NA,1,""
"10115-clr-2009","ah99","spp",2009,1,NA,1,""
"10115-grn-2009","ah99","spp",2009,1,NA,1,""
"10115-red-2009","ah99","spp",2009,1,NA,1,""
"10116-wht-2009","hd79","spp",2009,1,1,1,""
"1014-blu-2009","yg58","spp",2009,1,1,1,""
"1014-yel-2009","yg58","spp",2009,1,1,1,""
"10175-bac-2009","zr73","spp",2009,1,NA,1,""
"10175-grn-2009","zr73","spp",2009,1,NA,1,""
"1057-blu-2009","es00","spp",2009,1,NA,1,""
"10908-bac-2009","rh81","spp",2009,1,1,1,""
"10908-blu-2009","rh81","spp",2009,1,1,1,""
"10908-clr-2009","rh81","spp",2009,1,1,1,""
"10908-red-2009","rh81","spp",2009,1,1,1,""
"10908-yel-2009","rh81","spp",2009,1,1,1,""
"10915-bac-2009","hb05","spp",2009,1,1,1,""
"10915-grn-2009","hb05","spp",2009,1,1,1,""
"11488-clr-2009","rw68","spp",2009,1,1,1,""
"11564-wht-2009","pz27","spp",2009,1,1,1,""
"11564-yel-2009","pz27","spp",2009,1,1,1,""
"11638-bac-2009","xa83","spp",2009,1,NA,1,""
"11638-blu-2009","xa83","spp",2009,1,NA,1,""
"11638-clr-2009","xa83","spp",2009,1,NA,1,""
"11638-grn-2009","xa83","spp",2009,1,NA,1,""
"11638-red-2009","xa83","spp",2009,1,NA,1,""
"11638-wht-2009","xa83","spp",2009,1,NA,1,""
"11638-yel-2009","xa83","spp",2009,1,NA,1,""
"11657-red-2009","kk64","spp",2009,1,NA,1,""
"11657-wht-2009","kk64","spp",2009,1,NA,1,""
"11665-bac-2009","mm61","spp",2009,1,1,1,""
"11665-bacwht-2009","mm61","spp",2009,1,1,1,""
"11665-blu-2009","mm61","spp",2009,1,1,1,""
"11665-grn-2009","mm61","spp",2009,1,1,1,""
"11665-grnred-2009","mm61","spp",2009,1,1,1,""
"11665-red-2009","mm61","spp",2009,1,1,1,""
"11665-wht-2009","mm61","spp",2009,1,1,1,""
"11665-yel-2009","mm61","spp",2009,1,1,1,""
"11683-blu-2009","nf51","spp",2009,1,1,1,""
"12004-blu-2009","gs58","spp",2009,1,NA,1,""
"12004-wht-2009","gs58","spp",2009,1,NA,1,""
"12005-bac-2009","ih97","spp",2009,1,1,1,""
"12005-blu-2009","ih97","spp",2009,1,1,1,""
"12005-clr-2009","ih97","spp",2009,1,1,1,""
"12005-grn-2009","ih97","spp",2009,1,1,1,""
"12005-red-2009","ih97","spp",2009,1,1,1,""
"12005-yel-2009","ih97","spp",2009,1,1,1,""
"12017-red-2009","na17","spp",2009,1,NA,1,""
"12022-blu-2009","ma70","spp",2009,1,NA,1,""
"12022-clr-2009","ma70","spp",2009,1,NA,1,""
"12043-bac-2009","wt32","spp",2009,1,NA,1,""
"12043-yel-2009","wt32","spp",2009,1,NA,1,""
"12070-wht-2009","dy33","spp",2009,1,NA,1,""
"12074-blu-2009","dq68","spp",2009,1,NA,1,""
"12074-clr-2009","dq68","spp",2009,1,NA,1,""
"12077-bac-2009","ep82","spp",2009,1,1,1,""
"12077-red-2009","ep82","spp",2009,1,1,1,""
"12077-wht-2009","ep82","spp",2009,1,1,1,""
"12080-grn-2009","en18","spp",2009,1,NA,1,""
"12080-yel-2009","en18","spp",2009,1,NA,1,""
"12114-bac-2009","fw49","spp",2009,1,1,1,""
"12357-red-2009","zs60","spp",2009,1,NA,1,""
"12358-bac-2009","ds35","spp",2009,1,NA,1,""
"12358-wht-2009","ds35","spp",2009,1,NA,1,""
"12359-grn-2009","tx71","spp",2009,1,1,1,""
"12379-grn-2009","mp75","spp",2009,1,NA,1,""
"12379-red-2009","mp75","spp",2009,1,NA,1,""
"12494-grn-2009","rq79","spp",2009,1,1,1,""
"12615-bac-2009","gp08","spp",2009,1,NA,1,""
"12615-wht-2009","gp08","spp",2009,1,NA,1,""
"12615-yel-2009","gp08","spp",2009,1,NA,1,""
"12616-bac-2009","qn47","spp",2009,1,1,1,""
"12616-blu-2009","qn47","spp",2009,1,1,1,""
"12616-clr-2009","qn47","spp",2009,1,1,1,""
"12616-grn-2009","qn47","spp",2009,1,1,1,""
"12616-red-2009","qn47","spp",2009,1,1,1,""
"12616-yel-2009","qn47","spp",2009,1,1,1,""
"12781-blu-2009","nd04","spp",2009,1,NA,1,""
"12781-red-2009","nd04","spp",2009,1,NA,1,""
"12781-wht-2009","nd04","spp",2009,1,NA,1,""
"12782-clr-2009","dd07","spp",2009,1,NA,1,""
"12782-yel-2009","dd07","spp",2009,1,NA,1,""
"12786-red-2009","cb38","spp",2009,1,1,1,""
"12846-blu-2009","gw25","spp",2009,1,1,1,""
"12846-red-2009","gw25","spp",2009,1,1,1,""
"1285-blu-2009","iy65","spp",2009,1,1,1,""
"12852-red-2009","xu38","spp",2009,1,NA,1,""
"12854-bac-2009","uc22","spp",2009,1,1,1,""
"12964-bac-2009","bn83","spp",2009,1,NA,1,""
"12998-blu-2009","nh47","spp",2009,1,NA,1,""
"12998-grn-2009","nh47","spp",2009,1,NA,1,""
"13614-bac-2009","kn81","spp",2009,1,NA,1,""
"13614-bacwht-2009","kn81","spp",2009,1,NA,1,"deleted duplicate headID in phen caused by bad records in sp gk 20May2015"
"13614-blu-2009","kn81","spp",2009,1,NA,1,""
"13614-bluyel-2009","kn81","spp",2009,1,NA,1,""
"13614-clr-2009","kn81","spp",2009,1,NA,1,""
"13614-grn-2009","kn81","spp",2009,1,NA,1,""
"13614-grnred-2009","kn81","spp",2009,1,NA,1,""
"13614-red-2009","kn81","spp",2009,1,NA,1,""
"13614-wht-2009","kn81","spp",2009,1,NA,1,""
"13614-yel-2009","kn81","spp",2009,1,NA,1,""
"13616-bac-2009","dh77","spp",2009,1,1,1,""
"13702-blu-2009","kc81","spp",2009,1,NA,1,""
"13746-bac-2009","ru60","spp",2009,1,NA,1,""
"13746-grn-2009","ru60","spp",2009,1,1,1,""
"13746-red-2009","ru60","spp",2009,1,1,1,""
"13746-wht-2009","ru60","spp",2009,1,NA,1,""
"13746-yel-2009","ru60","spp",2009,1,1,1,""
"13786-red-2009","mc08","spp",2009,1,NA,1,""
"13786-yel-2009","mc08","spp",2009,1,NA,1,""
"13804-wht-2009","bj85","spp",2009,1,NA,1,""
"13808-grn-2009","rn48","spp",2009,1,NA,1,""
"13808-yel-2009","rn48","spp",2009,1,NA,1,""
"13833-grn-2009","aw42","spp",2009,1,1,1,""
"14001-red-2009","yi54","spp",2009,1,NA,1,""
"14002-yel-2009","zs44","spp",2009,1,NA,1,""
"14003-grn-2009","xz07","spp",2009,1,NA,1,""
"14005-clr-2009","ed68","spp",2009,1,1,1,""
"14006-grn-2009","fe57","spp",2009,1,NA,1,""
"14006-red-2009","fe57","spp",2009,1,NA,1,""
"14011-red-2009","en58","spp",2009,1,NA,1,""
"14014-grn-2009","qe18","spp",2009,1,NA,1,""
"14041-red-2009","tw50","spp",2009,1,NA,1,""
"14042-grn-2009","xr20","spp",2009,1,1,1,""
"14043-clr-2009","ng32","spp",2009,1,1,1,""
"14044-yel-2009","dg37","spp",2009,1,1,1,""
"14045-bac-2009","eq59","spp",2009,1,1,1,""
"14045-blu-2009","eq59","spp",2009,1,1,1,""
"14045-clr-2009","eq59","spp",2009,1,1,1,""
"14045-grn-2009","eq59","spp",2009,1,1,1,""
"14045-red-2009","eq59","spp",2009,1,1,1,""
"14045-yel-2009","eq59","spp",2009,1,1,1,""
"14046-bac-2009","gm27","spp",2009,1,NA,1,""
"14046-red-2009","gm27","spp",2009,1,NA,1,""
"14046-wht-2009","gm27","spp",2009,1,NA,1,""
"14047-bac-2009","ga19","spp",2009,1,1,1,""
"14047-blu-2009","ga19","spp",2009,1,1,1,""
"14047-grn-2009","ga19","spp",2009,1,1,1,""
"14047-red-2009","ga19","spp",2009,1,1,1,""
"14048-blu-2009","dm95","spp",2009,1,NA,1,""
"14048-yel-2009","dm95","spp",2009,1,NA,1,""
"14049-grn-2009","dr90","spp",2009,1,NA,1,""
"14050-clr-2009","kw32","spp",2009,1,1,1,""
"14051-blu-2009","mq12","spp",2009,1,NA,1,""
"14052-bac-2009","zp18","spp",2009,1,1,1,""
"14052-blu-2009","zp18","spp",2009,1,1,1,""
"14053-clr-2009","jr47","spp",2009,1,NA,1,""
"14054-clr-2009","gc35","spp",2009,1,NA,1,""
"14055-bac-2009","pu03","spp",2009,1,1,1,""
"14055-blu-2009","pu03","spp",2009,1,1,1,""
"14055-clr-2009","pu03","spp",2009,1,1,1,""
"14055-grn-2009","pu03","spp",2009,1,1,1,""
"14055-red-2009","pu03","spp",2009,1,1,1,""
"14055-wht-2009","pu03","spp",2009,1,1,1,""
"14056-red-2009","nm97","spp",2009,1,NA,1,""
"14056-wht-2009","nm97","spp",2009,1,NA,1,""
"14057-grn-2009","ed17","spp",2009,1,NA,1,"duplicate headID deleted; tilted head had weird flowering pattern"
"14057-wht-2009","ed17","spp",2009,1,NA,1,""
"14058-clr-2009","hj84","spp",2009,1,1,1,""
"14059-yel-2009","hy49","spp",2009,1,NA,1,""
"14060-red-2009","cy82","spp",2009,1,NA,1,""
"14061-grn-2009","rm29","spp",2009,1,NA,1,""
"14062-red-2009","uw19","spp",2009,1,NA,1,""
"14062-yel-2009","uw19","spp",2009,1,NA,1,""
"14063-bac-2009","ym89","spp",2009,1,NA,1,""
"14063-blu-2009","ym89","spp",2009,1,NA,1,""
"14063-grn-2009","ym89","spp",2009,1,NA,1,""
"14063-wht-2009","ym89","spp",2009,1,NA,1,""
"14064-clr-2009","bg70","spp",2009,1,1,1,""
"14065-blu-2009","jj42","spp",2009,1,NA,1,""
"14065-grn-2009","jj42","spp",2009,1,NA,1,""
"14065-yel-2009","jj42","spp",2009,1,NA,1,""
"14066-wht-2009","dy05","spp",2009,1,1,1,""
"14067-bac-2009","mx32","spp",2009,1,NA,1,""
"14067-blu-2009","mx32","spp",2009,1,NA,1,""
"14067-clr-2009","mx32","spp",2009,1,NA,1,""
"14067-grn-2009","mx32","spp",2009,1,NA,1,""
"14067-red-2009","mx32","spp",2009,1,NA,1,""
"14067-wht-2009","mx32","spp",2009,1,NA,1,""
"14067-yel-2009","mx32","spp",2009,1,NA,1,""
"14068-bac-2009","fk59","spp",2009,1,1,1,""
"14068-wht-2009","fk59","spp",2009,1,1,1,""
"14068-yel-2009","fk59","spp",2009,1,1,1,""
"14069-bac-2009","zk37","spp",2009,1,1,1,""
"14069-wht-2009","zk37","spp",2009,1,1,1,""
"14070-grn-2009","an71","spp",2009,1,1,1,""
"14071-wht-2009","qw81","spp",2009,1,1,1,""
"14072-bac-2009","wu95","spp",2009,1,1,1,""
"14073-wht-2009","pm56","spp",2009,1,1,1,""
"14074-grn-2009","ay48","spp",2009,1,1,1,""
"14075-blu-2009","qn66","spp",2009,1,1,1,""
"14076-bac-2009","ag92","spp",2009,1,NA,1,""
"14076-grn-2009","ag92","spp",2009,1,NA,1,""
"14077-clr-2009","wn68","spp",2009,1,NA,1,""
"14077-red-2009","wn68","spp",2009,1,NA,1,""
"14078-grn-2009","ns53","spp",2009,1,NA,1,""
"14079-blu-2009","qa45","spp",2009,1,1,1,""
"14080-wht-2009","cg78","spp",2009,1,NA,1,""
"14136-clr-2009","fe13","spp",2009,1,1,1,""
"14137-wht-2009","ba54","spp",2009,1,1,1,""
"14137-yel-2009","ba54","spp",2009,1,1,1,""
"14138-bac-2009","py23","spp",2009,1,1,1,""
"14138-wht-2009","py23","spp",2009,1,1,1,""
"14139-bac-2009","jf58","spp",2009,1,1,1,""
"14139-blu-2009","jf58","spp",2009,1,1,1,""
"14139-clr-2009","jf58","spp",2009,1,1,1,""
"14139-grn-2009","jf58","spp",2009,1,1,1,""
"14139-wht-2009","jf58","spp",2009,1,1,1,""
"14139-yel-2009","jf58","spp",2009,1,1,1,""
"14139-yelgrn-2009","jf58","spp",2009,1,NA,1,""
"14140-red-2009","hy86","spp",2009,1,NA,1,""
"14142-bac-2009","bu29","spp",2009,1,NA,1,""
"14143-blu-2009","sk20","spp",2009,1,NA,1,""
"14146-red-2009","am49","spp",2009,1,1,1,""
"14154-yel-2009","qs87","spp",2009,1,1,1,""
"14155-red-2009","hi23","spp",2009,1,1,1,""
"14156-bac-2009","gg23","spp",2009,1,NA,1,""
"14156-clr-2009","gg23","spp",2009,1,NA,1,""
"14156-grn-2009","gg23","spp",2009,1,NA,1,""
"14156-yel-2009","gg23","spp",2009,1,NA,1,""
"14164-clr-2009","mq22","spp",2009,1,1,1,""
"14174-blu-2009","ex13","spp",2009,1,1,1,""
"14177-yel-2009","cx47","spp",2009,1,NA,1,""
"14178-bac-2009","ym42","spp",2009,1,1,1,""
"14178-blu-2009","ym42","spp",2009,1,1,1,""
"14178-clr-2009","ym42","spp",2009,1,1,1,""
"14178-grn-2009","ym42","spp",2009,1,1,1,""
"14178-wht-2009","ym42","spp",2009,1,1,1,""
"14178-yel-2009","ym42","spp",2009,1,1,1,""
"14179-clr-2009","ez71","spp",2009,1,1,1,""
"14180-blu-2009","ce56","spp",2009,1,NA,1,""
"14193-clr-2009","gr90","spp",2009,1,NA,1,""
"14194-bac-2009","dj28","spp",2009,1,NA,1,""
"14194-clr-2009","dj28","spp",2009,1,NA,1,""
"14194-red-2009","dj28","spp",2009,1,NA,1,""
"14194-wht-2009","dj28","spp",2009,1,NA,1,""
"14194-yel-2009","dj28","spp",2009,1,NA,1,""
"14204-bac-2009","sg00","spp",2009,1,1,1,""
"14204-grn-2009","sg00","spp",2009,1,1,1,""
"14204-red-2009","sg00","spp",2009,1,1,1,""
"14204-wht-2009","sg00","spp",2009,1,1,1,"deleted duplicate headID caused by 2 first day of flowering dates in sp"
"14204-yel-2009","sg00","spp",2009,1,1,1,""
"14205-blu-2009","gi49","spp",2009,1,NA,1,""
"14205-red-2009","gi49","spp",2009,1,NA,1,""
"14206-bac-2009","rt64","spp",2009,1,NA,1,""
"14206-wht-2009","rt64","spp",2009,1,NA,1,""
"14207-bac-2009","df99","spp",2009,1,NA,1,""
"14207-yel-2009","df99","spp",2009,1,NA,1,""
"14208-bac-2009","wp12","spp",2009,1,1,1,""
"14209-blu-2009","zn87","spp",2009,1,1,1,""
"14210-blu-2009","kc39","spp",2009,1,1,1,""
"14210-clr-2009","kc39","spp",2009,1,1,1,""
"14210-grn-2009","kc39","spp",2009,1,1,1,""
"14211-blu-2009","up88","spp",2009,1,NA,1,""
"14211-grn-2009","up88","spp",2009,1,NA,1,""
"14212-yel-2009","nm07","spp",2009,1,NA,1,""
"14220-blu-2009","dp44","spp",2009,1,1,1,""
"14220-red-2009","dp44","spp",2009,1,1,1,""
"14220-wht-2009","dp44","spp",2009,1,1,1,""
"14221-blu-2009","rm31","spp",2009,1,NA,1,""
"14221-clr-2009","rm31","spp",2009,1,NA,1,""
"14224-grn-2009","we71","spp",2009,1,1,1,"deleted duplicate headID caused by 2 first day of flowering dates in sp"
"14225-clr-2009","cf99","spp",2009,1,1,1,"deleted duplicate headID caused by 2 first day of flowering dates in sp"
"14225-grn-2009","cf99","spp",2009,1,1,1,""
"14225-yel-2009","cf99","spp",2009,1,1,1,""
"14226-clr-2009","cm99","spp",2009,1,NA,1,""
"14226-grn-2009","cm99","spp",2009,1,NA,1,""
"14227-bac-2009","ye83","spp",2009,1,NA,1,""
"14227-blu-2009","ye83","spp",2009,1,NA,1,""
"14227-clr-2009","ye83","spp",2009,1,NA,1,""
"14227-grn-2009","ye83","spp",2009,1,NA,1,""
"14227-red-2009","ye83","spp",2009,1,NA,1,""
"14228-yel-2009","ia90","spp",2009,1,1,1,""
"14229-blu-2009","mt99","spp",2009,1,1,1,""
"14229-wht-2009","mt99","spp",2009,1,1,1,""
"14238-bac-2009","km73","spp",2009,1,NA,1,""
"14238-bacwht-2009","km73","spp",2009,1,NA,1,""
"14238-blu-2009","km73","spp",2009,1,NA,1,""
"14238-clr-2009","km73","spp",2009,1,NA,1,""
"14238-grn-2009","km73","spp",2009,1,NA,1,""
"14238-grnred-2009","km73","spp",2009,1,NA,1,""
"14238-red-2009","km73","spp",2009,1,NA,1,""
"14238-wht-2009","km73","spp",2009,1,NA,1,""
"14238-yel-2009","km73","spp",2009,1,NA,1,""
"14368-bac-2009","kf77","spp",2009,1,1,1,""
"14368-clr-2009","kf77","spp",2009,1,1,1,""
"1963-grn-2009","dd38","spp",2009,1,1,1,""
"3227-bac-2009","ih55","spp",2009,1,1,1,""
"3227-blu-2009","ih55","spp",2009,1,1,1,""
"3227-clr-2009","ih55","spp",2009,1,1,1,""
"3227-grn-2009","ih55","spp",2009,1,1,1,""
"3230-bac-2009","ju37","spp",2009,1,NA,1,""
"3230-wht-2009","ju37","spp",2009,1,NA,1,""
"3307-bac-2009","im09","spp",2009,1,1,1,""
"3307-blu-2009","im09","spp",2009,1,1,1,""
"3307-grn-2009","im09","spp",2009,1,1,1,""
"3307-red-2009","im09","spp",2009,1,NA,1,""
"3307-wht-2009","im09","spp",2009,1,1,1,""
"3307-yel-2009","im09","spp",2009,1,1,1,""
"3474-bac-2009","mx88","spp",2009,1,NA,1,""
"3474-wht-2009","mx88","spp",2009,1,NA,1,""
"5658-bac-2009","is97","spp",2009,1,1,1,""
"5658-blu-2009","is97","spp",2009,1,1,1,"deleted duplicate headID caused by 2 first day of flowering dates in sp"
"5658-red-2009","is97","spp",2009,1,1,1,""
"5684-bac-2009","uh78","spp",2009,1,NA,1,""
"5684-blu-2009","uh78","spp",2009,1,NA,1,""
"5684-bluclr-2009","uh78","spp",2009,1,NA,1,""
"5684-gld-2009","uh78","spp",2009,1,NA,1,""
"5684-grn-2009","uh78","spp",2009,1,NA,1,""
"5684-red-2009","uh78","spp",2009,1,NA,1,""
"5684-wht-2009","uh78","spp",2009,1,NA,1,""
"5684-yel-2009","uh78","spp",2009,1,NA,1,""
"6143-grn-2009","ak21","spp",2009,1,NA,1,""
"6310-grn-2009","rf15","spp",2009,1,1,1,""
