"headID","year","startDtEarly","startDtLate","endDtEarly","endDtLate","phenNote","prematureEnd","prematureEndCause"
"17106-clr-2012",2012,"2012-06-28","2012-06-28","2012-07-14","2012-07-14","",NA,""
"17107-wht-2012",2012,"2012-06-30","2012-06-30","2012-07-11","2012-07-11","",NA,""
"17108-clr-2012",2012,"2012-07-02","2012-07-02","2012-07-10","2012-07-10","",NA,""
"17109-bac-2012",2012,"2012-06-29","2012-06-29","2012-07-08","2012-07-08","LK maternal head",NA,""
"17110-clr-2012",2012,"2012-06-29","2012-06-29","2012-07-11","2012-07-11","LK paternal head",NA,""
"17116-wht-2012",2012,"2012-07-02","2012-07-02","2012-07-13","2012-07-13","",NA,""
"17118-bac-2012",2012,"2012-06-28","2012-06-28","2012-07-02","2012-07-03","LK maternal & paternal head",NA,""
"17119-blu-2012",2012,"2012-06-22","2012-06-22","2012-07-04","2012-07-04","",NA,""
"17120-bac-2012",2012,"2012-07-02","2012-07-02","2012-07-09","2012-07-09","poss. missing 2 achenes",NA,""
"17125-yel-2012",2012,"2012-06-29","2012-06-29","2012-07-09","2012-07-09","",NA,""
"17181-bac-2012",2012,"2012-06-29","2012-06-29","2012-07-11","2012-07-11","",NA,""
"17183-red-2012",2012,"2012-06-25","2012-06-25","2012-07-06","2012-07-06","",NA,""
"17184-bac-2012",2012,"2012-06-23","2012-06-23","2012-07-06","2012-07-06","",NA,""
"17185-grn-2012",2012,"2012-07-01","2012-07-01","2012-07-02","2012-07-03","",NA,""
"17186-blu-2012",2012,"2012-06-23","2012-06-23","2012-07-04","2012-07-04","",NA,""
"17187-yel-2012",2012,"2012-06-27","2012-06-27","2012-07-05","2012-07-05","",NA,""
"17188-bac-2012",2012,"2012-06-29","2012-06-29","2012-07-12","2012-07-12","LK paternal head",NA,""
"17190-grn-2012",2012,"2012-06-25","2012-06-25","2012-07-05","2012-07-05","LK maternal & paternal head",NA,""
"17190-wht-2012",2012,"2012-06-26","2012-06-26","2012-07-09","2012-07-09","LK maternal & paternal head",NA,""
"17191-red-2012",2012,"2012-06-28","2012-06-28","2012-07-06","2012-07-06","LK paternal head",NA,""
"17192-red-2012",2012,"2012-06-29","2012-06-29","2012-07-12","2012-07-12","LK maternal head",NA,""
"17193-grn-2012",2012,"2012-06-29","2012-06-29","2012-07-08","2012-07-08","",NA,""
"17194-yel-2012",2012,"2012-06-23","2012-06-23","2012-07-07","2012-07-07","",NA,""
"17194-clr-2012",2012,"2012-06-27","2012-06-27","2012-07-03","2012-07-03","poss. missing 3-4 achenes",NA,""
"17196-red-2012",2012,"2012-07-01","2012-07-01","2012-07-10","2012-07-10","2-3 achenes poss. eaten",NA,""
"17196-clr-2012",2012,"2012-06-27","2012-06-27","2012-07-07","2012-07-07","2-3 achenes poss. eaten",NA,""
"17197-yel-2012",2012,"2012-06-26","2012-06-26","2012-07-07","2012-07-07","",NA,""
"17198-wht-2012",2012,"2012-06-29","2012-06-29","2012-07-12","2012-07-12","",NA,""
"17283-clr-2012",2012,"2012-06-28","2012-06-29","2012-07-08","2012-07-08","LK maternal & paternal head",NA,""
"17283-bac-2012",2012,"2012-07-02","2012-07-02","2012-07-09","2012-07-09","LK maternal & paternal head",NA,""
"17284-wht-2012",2012,"2012-07-02","2012-07-02","2012-07-11","2012-07-11","LK paternal head",NA,""
"17286-blu-2012",2012,"2012-07-04","2012-07-04","2012-07-09","2012-07-09","",NA,""
"17287-red-2012",2012,"2012-06-30","2012-07-01","2012-07-12","2012-07-12","",NA,""
"17288-grn-2012",2012,"2012-06-30","2012-07-01","2012-07-14","2012-07-14","",NA,""
"17303-red-2012",2012,"2012-06-29","2012-06-29","2012-07-09","2012-07-09","",NA,""
"17304-bac-2012",2012,"2012-07-04","2012-07-04","2012-07-08","2012-07-08","",NA,""
"17306-wht-2012",2012,"2012-07-02","2012-07-02","2012-07-07","2012-07-07","",NA,""
"17307-red-2012",2012,"2012-06-29","2012-06-29","2012-07-02","2012-07-03","",NA,""
"17308-clr-2012",2012,"2012-06-28","2012-06-28","2012-07-02","2012-07-02","",NA,""
"17308-blu-2012",2012,"2012-07-03","2012-07-03","2012-07-06","2012-07-06","",NA,""
"17310-clr-2012",2012,"2012-07-01","2012-07-01","2012-07-14","2012-07-14","",NA,""
"17311-grn-2012",2012,"2012-07-03","2012-07-03","2012-07-16","2012-07-16","LK paternal head",NA,""
"17312-yel-2012",2012,"2012-06-30","2012-06-30","2012-07-11","2012-07-11","",NA,""
"17314-blu-2012",2012,"2012-07-02","2012-07-02","2012-07-14","2012-07-14","",NA,""
"3370-nott-2012",2012,"2012-07-17","2012-07-19","2012-07-30","2012-07-30","",NA,""
"9854-clr-2012",2012,"2012-06-30","2012-06-30","2012-07-09","2012-07-09","",NA,""
"15086-blu-2012",2012,"2012-07-04","2012-07-04","2012-07-17","2012-07-17","",NA,""
"15525-bac-2012",2012,"2012-07-11","2012-07-11","2012-07-13","2012-07-13","",NA,""
"15525-red-2012",2012,"2012-06-28","2012-06-28","2012-07-02","2012-07-02","",NA,""
"17001-grn-2012",2012,"2012-06-27","2012-06-27","2012-07-08","2012-07-08","",NA,""
"17099-yel-2012",2012,"2012-06-29","2012-06-29","2012-07-10","2012-07-10","",NA,""
"17139-clr-2012",2012,"2012-07-02","2012-07-02","2012-07-09","2012-07-09","",NA,""
"17282-yel-2012",2012,"2012-07-03","2012-07-03","2012-07-11","2012-07-11","equivalent loc - 13384",NA,""
"17302-yel-2012",2012,"2012-07-05","2012-07-05","2012-07-11","2012-07-11","equivalent loc - 11024",NA,""
"7431-clr-2012",2012,"2012-06-28","2012-06-28","2012-07-09","2012-07-09","",NA,""
"17313-wht-2012",2012,"2012-07-13","2012-07-13","2012-07-16","2012-07-16","",NA,""
"1509-red-2012",2012,"2012-06-25","2012-06-25","2012-07-06","2012-07-06","",NA,""
"1509-yel-2012",2012,"2012-07-01","2012-07-01","2012-07-05","2012-07-05","",NA,""
"96872",1996,"1996-07-13","1996-07-13","1996-08-01","1996-08-01","",NA,""
"96873",1996,"1996-07-19","1996-07-19","1996-08-06","1996-08-06","",NA,""
"96874",1996,"1996-07-09","1996-07-09","1996-07-22","1996-07-22","female fl 10%",NA,""
"96875",1996,"1996-07-12","1996-07-12","1996-07-29","1996-07-29","",NA,""
"96876",1996,"1996-07-14","1996-07-14","1996-07-29","1996-07-29","",NA,""
"96877",1996,"1996-07-11","1996-07-11","1996-07-29","1996-07-29","",NA,""
"96878",1996,"1996-07-04","1996-07-04","1996-07-22","1996-07-22","",NA,""
"96879",1996,"1996-07-10","1996-07-10","1996-07-25","1996-07-25","",NA,""
"96880",1996,"1996-07-16","1996-07-16","1996-08-01","1996-08-01","",NA,""
"96881",1996,"1996-07-16","1996-07-16","1996-08-01","1996-08-01","",NA,""
"96882",1996,"1996-07-18","1996-07-18","1996-08-01","1996-08-01","",NA,""
"96883",1996,"1996-07-15","1996-07-15","1996-08-01","1996-08-01","infl chewed",NA,""
"96952",1996,"1996-07-08","1996-07-08","1996-07-24","1996-07-24","",NA,""
"96953",1996,"1996-07-08","1996-07-08","1996-07-24","1996-07-24","",NA,""
"96954",1996,"1996-07-11","1996-07-11","1996-08-02","1996-08-02","5 pets wfemale fls",NA,""
"96956",1996,"1996-07-20","1996-07-20","1996-08-12","1996-08-12","",NA,""
"96957",1996,"1996-07-15","1996-07-15","1996-08-02","1996-08-02","0.8",NA,""
"96958",1996,"1996-07-14","1996-07-14","1996-07-24","1996-07-24","",NA,""
"96959",1996,"1996-07-20","1996-07-20","1996-07-30","1996-07-30","tilted",NA,""
"96960",1996,"1996-07-16","1996-07-16","1996-07-30","1996-07-30","",NA,""
"96961",1996,"1996-07-22","1996-07-22","1996-08-15","1996-08-15","""=#196?",NA,""
"96963",1996,"1996-07-09","1996-07-09","1996-07-30","1996-07-30","",NA,""
"96964",1996,"1996-07-14","1996-07-14","1996-07-30","1996-07-30","female fl 50%",NA,""
"96965",1996,"1996-07-18","1996-07-18","1996-08-07","1996-08-07","dbl infl? $22",NA,""
"96966",1996,"1996-07-12","1996-07-12","1996-07-26","1996-07-26","",NA,""
"96967",1996,"1996-07-10","1996-07-10","1996-07-26","1996-07-26","",NA,""
"96968",1996,"1996-07-10","1996-07-10","1996-07-30","1996-07-30","$21 ",NA,""
"96969",1996,"1996-07-15","1996-07-15","1996-07-30","1996-07-30","$21 ",NA,""
"96972",1996,"1996-07-17","1996-07-17","1996-07-30","1996-07-30","",NA,""
"96973",1996,"1996-07-15","1996-07-15","1996-08-05","1996-08-05","",NA,""
"96975",1996,"1996-07-12","1996-07-12","1996-07-26","1996-07-26","",NA,""
"96976",1996,"1996-07-14","1996-07-14","1996-07-30","1996-07-30","",NA,""
"96977",1996,"1996-07-17","1996-07-17","1996-07-30","1996-07-30","",NA,""
"96978",1996,"1996-07-25","1996-07-25","1996-07-26","1996-07-26","broken",NA,""
"96980",1996,"1996-07-17","1996-07-17","1996-07-30","1996-07-30","$15 ",NA,""
"96981",1996,"1996-07-16","1996-07-16","1996-07-30","1996-07-30","",NA,""
"96982",1996,"1996-07-15","1996-07-15","1996-07-30","1996-07-30","",NA,""
"96983",1996,"1996-07-09","1996-07-09","1996-07-26","1996-07-26","",NA,""
"96984",1996,"1996-07-18","1996-07-18","1996-07-30","1996-07-30","",NA,""
"96985",1996,"1996-07-13","1996-07-13","1996-07-26","1996-07-26","",NA,""
"96986",1996,"1996-07-15","1996-07-15","1996-07-30","1996-07-30","mold growing on",NA,""
"96987",1996,"1996-07-16","1996-07-16","1996-07-26","1996-07-26","in-facing infl",NA,""
"961170",1996,"1996-07-09","1996-07-09","1996-07-26","1996-07-26","",NA,""
"961171",1996,"1996-07-03","1996-07-03","1996-07-26","1996-07-26","female fl:50%",NA,""
"961172",1996,"1996-07-17","1996-07-17","1996-07-30","1996-07-30","",NA,""
"961173",1996,"1996-07-14","1996-07-14","1996-07-26","1996-07-26","",NA,""
"961174",1996,"1996-07-11","1996-07-11","1996-07-18","1996-07-18","damaged cone",NA,""
"961175.1",1996,"1996-07-17","1996-07-17","1996-07-30","1996-07-30","$5,251 ",NA,""
"961175.2",1996,"1996-07-25","1996-07-25","1996-08-05","1996-08-05","",NA,""
"961175.3",1996,"1996-07-15","1996-07-15","1996-07-30","1996-07-30","$5,251 ",NA,""
"961176.01",1996,"1996-07-09","1996-07-09","1996-07-18","1996-07-18","triple",NA,""
"961177",1996,"1996-07-06","1996-07-06","1996-07-18","1996-07-18","",NA,""
"961179.01",1996,"1996-07-07","1996-07-07","1996-07-18","1996-07-18","doublefused infl",NA,""
"961180.1",1996,"1996-07-14","1996-07-14","1996-07-26","1996-07-26","",NA,""
"961180.2",1996,"1996-07-21","1996-07-21","1996-07-30","1996-07-30","",NA,""
"961181",1996,"1996-07-23","1996-07-23","1996-08-07","1996-08-07","",NA,""
"961182",1996,"1996-07-17","1996-07-17","1996-07-30","1996-07-30","",NA,""
"961183",1996,"1996-07-20","1996-07-20","1996-08-07","1996-08-07","",NA,""
"961184",1996,"1996-07-29","1996-07-29","1996-08-15","1996-08-15","top fls chewed off",NA,""
"961185",1996,"1996-07-21","1996-07-21","1996-07-30","1996-07-30","",NA,""
"961186",1996,"1996-07-29","1996-07-29","1996-08-15","1996-08-15","",NA,""
"961187",1996,"1996-07-15","1996-07-15","1996-07-18","1996-07-18","broken",NA,""
"961188",1996,"1996-07-13","1996-07-13","1996-07-30","1996-07-30","female fl 50%",NA,""
"961189",1996,"1996-07-16","1996-07-16","1996-08-01","1996-08-01","",NA,""
"961190",1996,"1996-07-17","1996-07-17","1996-07-18","1996-07-18","tilted",NA,""
"961191.01",1996,"1996-07-12","1996-07-12","1996-07-30","1996-07-30","tilted",NA,""
"961191.02",1996,"1996-07-18","1996-07-18","1996-08-02","1996-08-02","0.2",NA,""
"961191.03",1996,"1996-07-26","1996-07-26","1996-08-12","1996-08-12","very messed up cone",NA,""
"961191.04",1996,"1996-07-21","1996-07-21","1996-07-22","1996-07-22","deformed infl",NA,""
"961192.01",1996,"1996-07-15","1996-07-15","1996-07-30","1996-07-30","",NA,""
"961192.02",1996,"1996-07-23","1996-07-23","1996-08-12","1996-08-12","run over by CAT but still OK",NA,""
"961192.03",1996,"1996-07-27","1996-07-27","1996-08-12","1996-08-12","run over by CAT but still OK",NA,""
"961193",1996,"1996-07-29","1996-07-29","1996-08-15","1996-08-15","dbl,-",NA,""
"961194",1996,"1996-07-26","1996-07-26","1996-08-06","1996-08-06","dead-herbicide",NA,""
"961195",1996,"1996-07-14","1996-07-14","1996-08-06","1996-08-06","loaded with pollen",NA,""
"961196",1996,"1996-07-21","1996-07-21","1996-08-06","1996-08-06","28-10 are white and chewed",NA,""
"961197",1996,"1996-07-16","1996-07-16","1996-07-31","1996-07-31","",NA,""
"961198",1996,"1996-07-13","1996-07-13","1996-08-08","1996-08-08","lots o' pollen",NA,""
"961199",1996,"1996-07-27","1996-07-27","1996-08-12","1996-08-12","",NA,""
"961200",1996,"1996-08-11","1996-08-11","1996-08-20","1996-08-20","indented",NA,""
"961201",1996,"1996-07-17","1996-07-17","1996-08-01","1996-08-01","",NA,""
"961202",1996,"1996-07-20","1996-07-20","1996-08-06","1996-08-06","",NA,""
"961203",1996,"1996-07-30","1996-07-30","1996-08-14","1996-08-14","female fl50%",NA,""
"961204",1996,"1996-07-20","1996-07-20","1996-08-01","1996-08-01","",NA,""
"961205",1996,"1996-07-20","1996-07-20","1996-08-01","1996-08-01","",NA,""
"961206",1996,"1996-07-22","1996-07-22","1996-07-26","1996-07-26","",NA,""
"961207",1996,"1996-07-11","1996-07-11","1996-07-26","1996-07-26","",NA,""
"961208",1996,"1996-07-19","1996-07-19","1996-08-01","1996-08-01","",NA,""
"961209",1996,"1996-07-21","1996-07-21","1996-08-06","1996-08-06","",NA,""
"961210",1996,"1996-07-18","1996-07-18","1996-08-01","1996-08-01","",NA,""
"961211",1996,"1996-07-19","1996-07-19","1996-08-01","1996-08-01","tilted",NA,""
"961212",1996,"1996-07-15","1996-07-15","1996-08-02","1996-08-02","",NA,""
"961213",1996,"1996-07-23","1996-07-23","1996-08-08","1996-08-08","",NA,""
"961214",1996,"1996-07-20","1996-07-20","1996-08-06","1996-08-06","",NA,""
"961215",1996,"1996-07-20","1996-07-20","1996-08-02","1996-08-02","tilted",NA,""
"961216",1996,"1996-07-16","1996-07-16","1996-07-30","1996-07-30","",NA,""
"961217",1996,"1996-07-23","1996-07-23","1996-08-06","1996-08-06","",NA,""
"961218",1996,"1996-07-20","1996-07-20","1996-08-06","1996-08-06","",NA,""
"961219",1996,"1996-07-21","1996-07-21","1996-08-02","1996-08-02","tilted",NA,""
"961220",1996,"1996-07-18","1996-07-18","1996-07-30","1996-07-30","0.2",NA,""
"961221",1996,"1996-07-24","1996-07-24","1996-08-14","1996-08-14","",NA,""
"961222",1996,"1996-07-21","1996-07-21","1996-08-12","1996-08-12","",NA,""
"961223",1996,"1996-07-17","1996-07-17","1996-08-14","1996-08-14","R?,m1?",NA,""
"961224",1996,"1996-07-18","1996-07-18","1996-08-06","1996-08-06","",NA,""
"961225",1996,"1996-07-19","1996-07-19","1996-08-02","1996-08-02","",NA,""
"961226",1996,"1996-07-18","1996-07-18","1996-07-31","1996-07-31","",NA,""
"961227",1996,"1996-07-22","1996-07-22","1996-08-06","1996-08-06","knocked over by 4-wheeler",NA,""
"961228",1996,"1996-07-16","1996-07-16","1996-07-31","1996-07-31","some female fl r1",NA,""
"961229",1996,"1996-07-22","1996-07-22","1996-08-05","1996-08-05","",NA,""
"961230",1996,"1996-07-22","1996-07-22","1996-07-30","1996-07-30","",NA,""
"961231",1996,"1996-07-21","1996-07-21","1996-07-30","1996-07-30","",NA,""
"961232",1996,"1996-07-19","1996-07-19","1996-07-30","1996-07-30","",NA,""
"961233",1996,"1996-07-16","1996-07-16","1996-07-30","1996-07-30","",NA,""
"961234",1996,"1996-07-17","1996-07-17","1996-07-30","1996-07-30","",NA,""
"961235",1996,"1996-07-22","1996-07-22","1996-08-05","1996-08-05","",NA,""
"961237",1996,"1996-07-19","1996-07-19","1996-07-26","1996-07-26","",NA,""
"961238",1996,"1996-07-24","1996-07-24","1996-07-24","1996-07-24","cone damaged(S sdie)",NA,""
"961239",1996,"1996-07-23","1996-07-23","1996-08-12","1996-08-12","female fl:1-3=30%,4-top=80%;bagged",NA,""
"961240",1996,"1996-07-17","1996-07-17","1996-07-24","1996-07-24","",NA,""
"961241",1996,"1996-07-16","1996-07-16","1996-07-24","1996-07-24","",NA,""
"961242",1996,"1996-07-17","1996-07-17","1996-08-02","1996-08-02","",NA,""
"961243",1996,"1996-07-20","1996-07-20","1996-08-02","1996-08-02","",NA,""
"961245",1996,"1996-07-20","1996-07-20","1996-08-02","1996-08-02","",NA,""
"961246",1996,"1996-07-20","1996-07-20","1996-08-12","1996-08-12","flat, bagged",NA,""
"961247",1996,"1996-07-19","1996-07-19","1996-08-12","1996-08-12","flat",NA,""
"961248",1996,"1996-07-19","1996-07-19","1996-08-02","1996-08-02","no pollen visible",NA,""
"961249",1996,"1996-07-18","1996-07-18","1996-08-02","1996-08-02","tons o' pollen",NA,""
"961250",1996,"1996-07-11","1996-07-11","1996-07-24","1996-07-24","",NA,""
"961251",1996,"1996-07-20","1996-07-20","1996-08-12","1996-08-12","female fl:50%",NA,""
"961252",1996,"1996-07-15","1996-07-15","1996-07-24","1996-07-24","",NA,""
"961253",1996,"1996-07-20","1996-07-20","1996-08-05","1996-08-05","bagged",NA,""
"961254",1996,"1996-07-17","1996-07-17","1996-07-24","1996-07-24","bagged",NA,""
"961255.1",1996,"1996-07-17","1996-07-17","1996-08-05","1996-08-05","bagged",NA,""
"961255.2",1996,"1996-07-14","1996-07-14","1996-07-24","1996-07-24","ff:25%unbagged",NA,""
"961256.1",1996,"1996-07-14","1996-07-14","1996-07-24","1996-07-24","bagged",NA,""
"961256.2",1996,"1996-07-18","1996-07-18","1996-08-05","1996-08-05","beetle in bag",NA,""
"961256.3",1996,"1996-07-22","1996-07-22","1996-07-24","1996-07-24","not bagged",NA,""
"961258",1996,"1996-07-14","1996-07-14","1996-07-24","1996-07-24","bagged moldy lower rows",NA,""
"961258.1",1996,"1996-07-20","1996-07-20","1996-07-24","1996-07-24","no bag",NA,""
"961258.2",1996,"1996-07-21","1996-07-21","1996-07-24","1996-07-24","no bag",NA,""
"961258.4",1996,"1996-07-20","1996-07-20","1996-08-05","1996-08-05","no bag",NA,""
"961258.5",1996,"1996-07-19","1996-07-19","1996-07-24","1996-07-24","no bag",NA,""
"961258.6",1996,"1996-07-24","1996-07-24","1996-07-24","1996-07-24","no bag",NA,""
"961258.7",1996,"1996-07-19","1996-07-19","1996-07-24","1996-07-24","no bag",NA,""
"961258.8",1996,"1996-07-18","1996-07-18","1996-07-24","1996-07-24","no bag",NA,""
"961258.9",1996,"1996-07-18","1996-07-18","1996-08-05","1996-08-05","no bag",NA,""
"961259",1996,"1996-07-19","1996-07-19","1996-07-24","1996-07-24","dead, baggged",NA,""
"961260",1996,"1996-07-18","1996-07-18","1996-08-05","1996-08-05","r1-11 moldy",NA,""
"961260.1",1996,"1996-07-23","1996-07-23","1996-07-24","1996-07-24","top bracts dry",NA,""
"961260.3",1996,"1996-07-17","1996-07-17","1996-07-24","1996-07-24","nobag",NA,""
"961261.1",1996,"1996-07-20","1996-07-20","1996-07-24","1996-07-24","nobag",NA,""
"961261.2",1996,"1996-07-18","1996-07-18","1996-07-24","1996-07-24","nobag",NA,""
"961262.01",1996,"1996-07-22","1996-07-22","1996-08-05","1996-08-05","dbl",NA,""
"961262.02",1996,"1996-08-01","1996-08-01","1996-08-05","1996-08-05","",NA,""
"961263",1996,"1996-07-17","1996-07-17","1996-07-24","1996-07-24","",NA,""
"961263.1",1996,"1996-07-18","1996-07-18","1996-08-05","1996-08-05","",NA,""
"961263.2",1996,"1996-07-17","1996-07-17","1996-07-24","1996-07-24","",NA,""
"961264",1996,"1996-07-20","1996-07-20","1996-08-05","1996-08-05","nobag",NA,""
"961265",1996,"1996-07-23","1996-07-23","1996-08-05","1996-08-05","nobag",NA,""
"961266",1996,"1996-07-19","1996-07-19","1996-07-24","1996-07-24","R? tilted",NA,""
"961267",1996,"1996-07-13","1996-07-13","1996-07-24","1996-07-24","nobag",NA,""
"96937",1996,"1996-07-08","1996-07-08","1996-07-25","1996-07-25","",NA,""
"96938",1996,"1996-07-08","1996-07-08","1996-07-25","1996-07-25","",NA,""
"96939",1996,"1996-07-11","1996-07-11","1996-07-31","1996-07-31","",NA,""
"96940",1996,"1996-07-18","1996-07-18","1996-08-06","1996-08-06","",NA,""
"96941",1996,"1996-07-18","1996-07-18","1996-08-08","1996-08-08","",NA,""
"96942",1996,"1996-07-17","1996-07-17","1996-08-06","1996-08-06","",NA,""
"96943",1996,"1996-07-22","1996-07-22","1996-08-06","1996-08-06","",NA,""
"96944",1996,"1996-07-16","1996-07-16","1996-08-01","1996-08-01","",NA,""
"96945",1996,"1996-07-13","1996-07-13","1996-07-25","1996-07-25","female fl:80%",NA,""
"96946",1996,"1996-07-12","1996-07-12","1996-07-23","1996-07-23","",NA,""
"96947",1996,"1996-07-14","1996-07-14","1996-08-06","1996-08-06","",NA,""
"96948",1996,"1996-07-08","1996-07-08","1996-07-24","1996-07-24","",NA,""
"96949",1996,"1996-07-11","1996-07-11","1996-07-24","1996-07-24","",NA,""
"96950",1996,"1996-07-12","1996-07-12","1996-07-24","1996-07-24","",NA,""
"96951",1996,"1996-07-17","1996-07-17","1996-08-02","1996-08-02","",NA,""
"9670",1996,"1996-07-08","1996-07-08","1996-07-24","1996-07-24","",NA,""
"9683",1996,"1996-07-15","1996-07-15","1996-08-02","1996-08-02","",NA,""
"9686",1996,"1996-07-10","1996-07-10","1996-08-02","1996-08-02","",NA,""
"9692",1996,"1996-07-08","1996-07-08","1996-07-24","1996-07-24","",NA,""
"96106",1996,"1996-07-16","1996-07-16","1996-08-01","1996-08-01","",NA,""
"96124",1996,"1996-07-14","1996-07-14","1996-07-29","1996-07-29","",NA,""
"96126",1996,"1996-07-09","1996-07-09","1996-07-25","1996-07-25","",NA,""
"96153",1996,"1996-07-10","1996-07-10","1996-07-22","1996-07-22","""=152,151,154""",NA,""
"96156",1996,"1996-07-16","1996-07-16","1996-07-31","1996-07-31","",NA,""
"96180",1996,"1996-08-03","1996-08-03","1996-08-15","1996-08-15","R?",NA,""
"96190",1996,"1996-07-22","1996-07-22","1996-07-26","1996-07-26","messed up cone",NA,""
"96192",1996,"1996-07-08","1996-07-08","1996-07-29","1996-07-29","",NA,""
"96194.1",1996,"1996-07-28","1996-07-28","1996-08-15","1996-08-15","",NA,""
"96194.2",1996,"1996-07-21","1996-07-21","1996-07-30","1996-07-30","",NA,""
"96194.3",1996,"1996-08-03","1996-08-03","1996-08-20","1996-08-20","",NA,""
"96200",1996,"1996-07-07","1996-07-07","1996-07-24","1996-07-24","0.5",NA,""
"96201",1996,"1996-07-12","1996-07-12","1996-08-02","1996-08-02","",NA,""
"96202",1996,"1996-07-15","1996-07-15","1996-08-06","1996-08-06","",NA,""
"96203",1996,"1996-07-12","1996-07-12","1996-07-30","1996-07-30","",NA,""
"96204",1996,"1996-07-15","1996-07-15","1996-07-30","1996-07-30","dead at top",NA,""
"96205",1996,"1996-07-16","1996-07-16","1996-07-30","1996-07-30","0.5",NA,""
"96206",1996,"1996-07-14","1996-07-14","1996-08-06","1996-08-06","",NA,""
"96207",1996,"1996-07-16","1996-07-16","1996-08-06","1996-08-06","",NA,""
"96208",1996,"1996-07-23","1996-07-23","1996-08-12","1996-08-12","",NA,""
